Title;Description;Breitengrad;Längengrad;City;01-Datei;Persiode
Italia, Malcesine, Ortsteilansicht;Blick von einer Anhöhe aus auf Malcesine und den Lago di Garda;45.7643442;10.8100598;Malcesine;lcmt-nabi-pctmp_ead_wehr_16105-B_pctmp.jpg;1906
Italia, Verona, Basilica di Santa Anastasia, Teilaussenansicht;Portal der Basilica di Santa Anastasia in Verona, im Vordergrund das Monumento a Paolo Veronese;45.4424977;10.9857377;Verona;lcmt-nabi-pctmp_ead_wehr_16106-B_pctmp.jpg;1906
Italia, Verona, Piazza dei Signori, Ortsteilansicht;Ansicht der Piauua dei Signori in Verona;45.4424977;10.9857377;Verona;lcmt-nabi-pctmp_ead_wehr_16107-B_pctmp.jpg;1906
Italia, Lazise, Castello Scaligero, Teilaussenansicht;Blick auf die mittelalterliche Burg Castello Scaligero;45.5052005;10.7330245;Lazise;lcmt-nabi-pctmp_ead_wehr_16108-B_pctmp.jpg;1906
Italia, Gardone Riviera, Chiesa di San Michele, Teilaussenansicht;Blick auf die Chiesa di San Michele, im Vordergrund ein Hund auf einer Wiese sitzend;45.6187853;10.5591005;Gardone Riviera;lcmt-nabi-pctmp_ead_wehr_16109-B_pctmp.jpg;1906
Italia, Gargnano, Ortsgesamtansicht;Ansicht von Gargnano am Lago di Garda;45.688138;10.6635006;Gargnano;lcmt-nabi-pctmp_ead_wehr_16110-B_pctmp.jpg;1906
Italia, Nago-Torbole, Torbole, Ortsteilansicht;Ansicht einiger Häuser von Torbole;45.512581;10.115467;Torbole;lcmt-nabi-pctmp_ead_wehr_16111-B_pctmp.jpg;1906
Italia, Desenzano del Garda, Leuchtturm, Gesamtaussenansicht;Blick auf den Leuchtturm gegen den Gardasee;45.4694851;10.5389467;Desenzano del Garda;lcmt-nabi-pctmp_ead_wehr_16112-B_pctmp.jpg;1906
Italia, Gardone Riviera, Ortsgesamtansicht;Blick auf Gardone Riviera von einer Anhöhe aus;45.6187853;10.5591005;Gardone Riviera;lcmt-nabi-pctmp_ead_wehr_16113-B_pctmp.jpg;1906
Italia, Gardone Riviera, Ortsteilansicht;Blick auf Gardone Riviera und den Gardasee von einer Anhöhe aus, am linken Bildrand sitzt ein Mann auf einer Bank, dahinter steht ein Baum;45.6187853;10.5591005;Gardone Riviera;lcmt-nabi-pctmp_ead_wehr_16114-B_pctmp.jpg;1906
Italia, Nago-Torbole, Torbole, Ortsteilansicht;Ansicht der Uferpromenade von Torbole;45.512581;10.115467;Torbole;lcmt-nabi-pctmp_ead_wehr_16115-B_pctmp.jpg;1906
Italia, Gardone Riviera, Ortsteilansicht;Blick auf Gardone Riviera vom Ufer des Lago di Garda aus;45.6187853;10.5591005;Gardone Riviera;lcmt-nabi-pctmp_ead_wehr_16116-B_pctmp.jpg;1906
Italia, Gardone Riviera, Ortsteilansicht;"Blick auf einen Teil von Gardone Riviera und des Lago di Garda von einer Anhöhe aus; im Vordergrund Baumwipfel";45.6187853;10.5591005;Gardone Riviera;lcmt-nabi-pctmp_ead_wehr_16117-B_pctmp.jpg;1906
Italia, Salò, Ortsteilansicht;Strasse in Salò;45.6056775;10.520069;Salò;lcmt-nabi-pctmp_ead_wehr_16119-B_pctmp.jpg;1906
Italia, Garda, Punta San Vigilio, Landschaft;Blick entlang einer Strasse, die von Zypressen gesäumt ist;45.5727085;10.6719114;Punta San Vigilio;lcmt-nabi-pctmp_ead_wehr_16120-B_pctmp.jpg;1906
Italia, Sirmione, Ortsteilansicht;Blick auf Sirmione vom Lago di Garda aus;45.4688494;10.6078237;Sirmione;lcmt-nabi-pctmp_ead_wehr_16121-B_pctmp.jpg;1906
Italia, Desenzano del Garda, Ortsteilansicht;Blick auf Desenzano del Garda, im Vordergrund ein Dampfschiff auf dem Lago di Garda;45.4694851;10.5389467;Desenzano del Garda;lcmt-nabi-pctmp_ead_wehr_16122-B_pctmp.jpg;1906
Italia, Lago di Garda, Teilansicht;Blick auf den Gardasee, am Ufer befindet sich eine Gruppe von Frauen, einige von ihnen sind am Waschen, im Vordergrund ist ein unbemanntes Ruderboot zu sehen;45.6624314;10.6861569;Lago di Garda;lcmt-nabi-pctmp_ead_wehr_16123-B_pctmp.jpg;1906
Italia, Gardone Riviera, Grand Hotel, Gesamtaussenansicht;Ansicht des Grand Hotel in Gardone vom Lago di Garda aus;45.6187853;10.5591005;Gardone Riviera;lcmt-nabi-pctmp_ead_wehr_16124-B_pctmp.jpg;1906
Italia, Arco, Ortsteilansicht;Blick vom Park auf die Ruine des Castello di Arco;45.9181327;10.8860953;Arco;lcmt-nabi-pctmp_ead_wehr_16125-B_pctmp.jpg;1906
Italia, Gardone Riviera, Morgnaga, Ortsteilansicht;Ansicht von Morgnaga;45.6187853;10.5591005;Gardone Riviera;lcmt-nabi-pctmp_ead_wehr_16126-B_pctmp.jpg;1906
Italia, Tremosine sul Garda, Ortsteilansicht;Blick über einige Dächer von Tremosine;45.7710786;10.7607733;Tremosine;lcmt-nabi-pctmp_ead_wehr_16127-B_pctmp.jpg;1906
Italia, Gadone Riviera, Ortsteilansicht;Blick auf einen Teil von Gardone von Lago di Garda aus;45.6187853;10.5591005;Gardone Riviera;lcmt-nabi-pctmp_ead_wehr_16128-B_pctmp.jpg;1906
Italia, Garda, Punta San Vigilio, Ortsteilansicht;Punta San Vigilio am Lago di Garda;45.5727085;10.6719114;Punta San Vigilio;lcmt-nabi-pctmp_ead_wehr_16129-B_pctmp.jpg;1906
Muotathal, Pfarrkirche, Gesamtaussenansicht;Muotathal, Ortsteilansicht mit Kirche;46.974668;8.7658029;Muotathal;lcmt-nabi-pctmp_ead_wehr_1613-B_pctmp.jpg;circa 1906
Italia, Garda, Punta San Vigilio, Park, Teilansicht;Ansicht des Parks in Punta San Vigilio;45.5727085;10.6719114;Punta San Vigilio;lcmt-nabi-pctmp_ead_wehr_16131-B_pctmp.jpg;1906
Italia, Riva del Garda, Cascate del Ponale, Landschaft;Ansicht des Cascata del Ponale bei Riva del Garda;45.8847708;10.8396942;Riva del Garda;lcmt-nabi-pctmp_ead_wehr_16132-B_pctmp.jpg;1906
Italia, Gargnano, Ortsteilansicht;Blick auf einen Teil von Gargnano, im Vordergrund das Ufer des Lago di Garda und ein Boot;45.688138;10.6635006;Gargnano;lcmt-nabi-pctmp_ead_wehr_16133-B_pctmp.jpg;1906
Italia, Maderno, Ortsteilansicht;Piazza San Marco in Maderno;46.0898035;11.1408947;Maderno;lcmt-nabi-pctmp_ead_wehr_16134-B_pctmp.jpg;1906
Italia, Arco, Ortsteilansicht;Blick auf die Ruinen der mittelalterlichen Burg Arco und einige Häuser;45.9181327;10.8860953;Arco;lcmt-nabi-pctmp_ead_wehr_16136-B_pctmp.jpg;1906
Italia, Arco, Ortsgesamtansicht;Blick auf Arco;45.9181327;10.8860953;Arco;lcmt-nabi-pctmp_ead_wehr_16137-B_pctmp.jpg;1906
Italia, Riva del Garda, Hotel Lido Palace, Gesamtaussenansicht;Hotel Lido Palacein Riva del Garda;45.8847708;10.8396942;Riva del Garda;lcmt-nabi-pctmp_ead_wehr_16138-B_pctmp.jpg;1908
Italia, Gardone Riviera, Fasano, Ortsteilansicht;Blick vom Gardasee nach Fasano, einem Ortsteil von Gardone Riviera, im Vordergrund ist ein Segelschiff auf dem See zu sehen;45.6187853;10.5591005;Gardone Riviera;lcmt-nabi-pctmp_ead_wehr_16139-B_pctmp.jpg;1908
Luzern, Ortsgesamtansicht;Blick auf Luzern gegen die Alpen, zentral im Bild ist die Hofkirche zu sehen;47.0505452;8.3054682;Luzern;lcmt-nabi-pctmp_ead_wehr_1614-B_pctmp.jpg;1906
Italia, Lago di Loppio, Landschaft;Blick auf den Lago di Loppio, der früher auch als als Lago di S. Andrea bezeichnet wurde;45.8648773;10.9202011;Lago di Loppio;lcmt-nabi-pctmp_ead_wehr_16143-B_pctmp.jpg;1906
Italia, Lago di Loppio, Landschaft;Landschaft in der Nähe des Lago di Loppio, der früher auch als als Lago di S. Andrea bezeichnet wurde;45.8648773;10.9202011;Lago di Loppio;lcmt-nabi-pctmp_ead_wehr_16144-B_pctmp.jpg;1906
Italia, Garda, Punta San Vigilio, Park, Teilansicht;Blick vom Park auf eine Steinmauer mit Bögen;45.5727085;10.6719114;Punta San Vigilio;lcmt-nabi-pctmp_ead_wehr_16145-B_pctmp.jpg;1906
Italia, Salò, Duomo di Salò, Teilaussenansicht;Portal des Duomo di Salò;45.6056775;10.520069;Salò;lcmt-nabi-pctmp_ead_wehr_16146-B_pctmp.jpg;1906
Italia, Salò, Ortsteilansicht;Ansicht eines Teils von Salò, im Vordergrund ein Garten;45.6056775;10.520069;Salò;lcmt-nabi-pctmp_ead_wehr_16149-B_pctmp.jpg;circa 1906
Muotathal, Suwarow-Brücke, Gesamtansicht;Suwarow-Brücke;46.974668;8.7658029;Muotathal;lcmt-nabi-pctmp_ead_wehr_1615-B_pctmp.jpg;circa 1906
Morschach, Ortsteilansicht;Blick auf Morschach, im Hintergrund der Uri Rotstock;46.9821204;8.6191516;Morschach;lcmt-nabi-pctmp_ead_wehr_1616-B_pctmp.jpg;circa 1906
Lugano, Ortsgesamtansicht;Lugano vom Monte San Salvatore aus gesehen;46.0050102;8.9520281;Lugano;lcmt-nabi-pctmp_ead_wehr_16168-B_pctmp.jpg;1906
Locarno, Wagen der Standseilbahn Locarno-Madonna del Sasso, Gesamtansicht;Blick auf den Wagen der Standseilbahn Locarno-Madonna del Sasso, kurz FLMS, italienisch Funicolare Locarno-Madonna del Sasso, der über eine Brücke fährt;46.1695739;8.7954859;Locarno;lcmt-nabi-pctmp_ead_wehr_16182-B_pctmp.jpg;1906
Italia, Como, Castel Baradello, Teilaussenansicht;Turm des Castel Baradello in Como, im Vordergrund ist ein Waldstück zu sehen;45.9394759;9.1494101;Como;lcmt-nabi-pctmp_ead_wehr_16195-B_pctmp.jpg;1906
Stans, Winkelrieddenkmal, Gesamtansicht;Ansicht des Winkelrieddenkmals in Stans;46.9570611;8.3661026;Stans;lcmt-nabi-pctmp_ead_wehr_1620-B_pctmp.jpg;1906
Zug, Reformierte Kirche, Gesamtaussenansicht;Aussenansicht der Kirche von vorne, im Hintergrund Strasse mit Wohnhäusern;47.1486137;8.5539378;Zug;lcmt-nabi-pctmp_ead_wehr_1630-B_pctmp.jpg;1906
Zug, Ortsteilansicht;Zug. Blick entlang des Quais auf die Rigi. Im Vordergrund ein Mädchen;47.1486137;8.5539378;Zug;lcmt-nabi-pctmp_ead_wehr_1631-B_pctmp.jpg;1906
Italia, Santa Margherita, Ortsteilansicht;Blick auf das Ufer des Luganersee und die umliegende Landschaft in der Nähe von Santa Margherita;45.4917847;11.3113331;Santa Margherita;lcmt-nabi-pctmp_ead_wehr_16660-B_pctmp.jpg;circa 1907
Italia, Santa Margherita, Ortsteilansicht;Blick auf Santa Margherita vom Luganersee aus gesehen;45.4917847;11.3113331;Santa Margherita;lcmt-nabi-pctmp_ead_wehr_16661-B_pctmp.jpg;circa 1907
Italia, Valsolda, Ortsteilansicht;Blick über den Luganersee hinweg auf die Ortsteile Oria und Albogasio der Gemeinde Valsolda, im Vordergrund rudert ein Mann stehend in einem Segelboot;46.0290953;9.0439123;Valsolda;lcmt-nabi-pctmp_ead_wehr_16662-B_pctmp.jpg;circa 1907
Italia, Tenno, Ortsteilansicht;Blick über einige Dächer von Tenno, im Hintergrund der Lago di Garda;45.918797;10.832775;Tenno;lcmt-nabi-pctmp_ead_wehr_16663-B_pctmp.jpg;1906
Italia, Tenno, Ortsteilansicht;Frau mit einem Kind auf einem Weg bei Tenno;45.918797;10.832775;Tenno;lcmt-nabi-pctmp_ead_wehr_16664-B_pctmp.jpg;circa 1907
Italia, Tenno, Grotte Cascata del Varone, Teilansicht;Blick entlang einer Stege in der Grotte Cascata del Varone;45.918797;10.832775;Tenno;lcmt-nabi-pctmp_ead_wehr_16665-B_pctmp.jpg;circa 1907
Italia, Arco, Ortsgesamtansicht;Blick auf Arco, im Vordergrund das Castello di Arco, im Hintergrund der Lago di Garda;45.9181327;10.8860953;Arco;lcmt-nabi-pctmp_ead_wehr_16667-B_pctmp.jpg;1907
Italia, Arco, Ortsgesamtansicht;Blick auf Arco, im Hintergrund der Lago di Garda;45.9181327;10.8860953;Arco;lcmt-nabi-pctmp_ead_wehr_16668-B_pctmp.jpg;1907
Italia, Arco, Ortsteilansicht;Blick auf Arco, im Hintergrund der Monte Brione;45.9181327;10.8860953;Arco;lcmt-nabi-pctmp_ead_wehr_16669-B_pctmp.jpg;1907
Italia, Arco, Valle del Sarca, Landschaft;Blick auf das Valle del Sarca in der Nähe von Arco gegen den Gardasee, am linken Bildrand fährt eine Eisenbahn;45.9181327;10.8860953;Arco;lcmt-nabi-pctmp_ead_wehr_16670-B_pctmp.jpg;circa 1907
Italia, Valle del Sarca, Landschaft;Blick auf das Valle del Sarca gegen den Gardasee;45.9687551;10.9220188;Valle del Sarca;lcmt-nabi-pctmp_ead_wehr_16671-B_pctmp.jpg;circa 1907
Italia, Lago di Garda, Landschaft;Flussmündung des Sarca in den Lago di Garda;45.6624314;10.6861569;Lago di Garda;lcmt-nabi-pctmp_ead_wehr_16672-B_pctmp.jpg;1907
Italia, Valle del Sarca, Landschaft;Blick auf die Flussmündung des Sarca;45.9687551;10.9220188;Valle del Sarca;lcmt-nabi-pctmp_ead_wehr_16673-B_pctmp.jpg;circa 1907
Italia, Riva del Garda, Ortsteilansicht;Ansicht von Riva del Garda von einer Anhöhe aus, im Hintergrund der Lago di Garda und der Monte Baldo;45.8847708;10.8396942;Riva del Garda;lcmt-nabi-pctmp_ead_wehr_16674-B_pctmp.jpg;1907
Italia, Riva del Garda, Ortsteilansicht;Ansicht von Riva del Garda von einer Anhöhe aus, im Vordergrund der Lago di Garda;45.8847708;10.8396942;Riva del Garda;lcmt-nabi-pctmp_ead_wehr_16675-B_pctmp.jpg;1907
Italia, Riva del Garda, Ortsteilansicht;Hafen von Riva del Garda;45.8847708;10.8396942;Riva del Garda;lcmt-nabi-pctmp_ead_wehr_16676-B_pctmp.jpg;1906
Italia, Riva del Garda, Hotel Lido Palace, Gesamtaussenansicht;Blick auf das Hotel Lido Palace von einer Anhöhe aus, im Vordergrund der Lago di Garda;45.8847708;10.8396942;Riva del Garda;lcmt-nabi-pctmp_ead_wehr_16677-B_pctmp.jpg;1906
Italia, Riva del Garda, Ortsteilansicht;Blick auf den Gardasee, im Vordergrund befindet sich eine kleine Parkanlage mit Sitzbänken, am Ufer ist ein Steg zu sehen;45.8847708;10.8396942;Riva del Garda;lcmt-nabi-pctmp_ead_wehr_16678-B_pctmp.jpg;circa 1906
Italia, Riva del Garda, Landschaft;Strada Ponale bei Riva del Garda;45.8847708;10.8396942;Riva del Garda;lcmt-nabi-pctmp_ead_wehr_16679-B_pctmp.jpg;1907
Vierwaldstättersee, Panorama;Blick von der Axensteinstrasse über den Vierwaldstättersee auf den Urirotstock (Urirothstock);46.9854161;8.4988048;Vierwaldstättersee;lcmt-nabi-pctmp_ead_wehr_1668-B_pctmp.jpg;1906
Italia, Riva del Garda, Landschaft;Blick einen Teilabschnitt der Ponalestrasse, im Hintergrund der Gardasee;45.8847708;10.8396942;Riva del Garda;lcmt-nabi-pctmp_ead_wehr_16681-B_pctmp.jpg;circa 1906
Italia, Pieve di Ledro, Ortsgesamtansicht;Blick auf Pieve di Ledro gegen den Ledrosee;45.8901489;10.7319906;Pieve di Ledro;lcmt-nabi-pctmp_ead_wehr_16682-B_pctmp.jpg;circa 1907
Italia, Riva del Garda, Cascata del Ponale, Gesamtansicht;Blick auf den Wasserfall Cascata del Ponale;45.8847708;10.8396942;Riva del Garda;lcmt-nabi-pctmp_ead_wehr_16683-B_pctmp.jpg;circa 1906
Italia, Nago-Torbole, Torble, Ortsteilansicht;Blick von einer Anhöhe über einen Teil von Torbole und den Lago di Garda;;;Torbloe;lcmt-nabi-pctmp_ead_wehr_16684-B_pctmp.jpg;circa 1906
Italia, Limone sul Garda, Ortsgesamtansicht;Blick auf Limone sul Garda und den Lago di Garda von einer Anhöhe aus;45.6624314;10.6861569;Lago di Garda;lcmt-nabi-pctmp_ead_wehr_16685-B_pctmp.jpg;circa 1906
Italia, Campione del Garda, Landschaft;Blick von einem Bug des Schiffes auf dem Gardasee gegen Campione del Garda und Montecastello;45.8847708;10.8396942;Riva del Garda;lcmt-nabi-pctmp_ead_wehr_16686-B_pctmp.jpg;circa 1906
Italia, Maderno, Ortsgesamtansicht;Blick auf Maderno und den Lago di Garda;46.0898035;11.1408947;Maderno;lcmt-nabi-pctmp_ead_wehr_16687-B_pctmp.jpg;circa 1906
Italia, Maderno, Landschaft;Blick auf den Lago di Garda und Maderno von einer Anhöhe aus;46.0898035;11.1408947;Maderno;lcmt-nabi-pctmp_ead_wehr_16688-B_pctmp.jpg;1906
Italia, Gaino, Chiesa di San Michele, Teilaussenansicht;Blick auf die Chiesa di San Michele in Gaino, auf der Treppe, die zur Kirche führt, befinden sich Frauen und Kinder;45.6543526;10.6142744;Gaino;lcmt-nabi-pctmp_ead_wehr_16689-B_pctmp.jpg;circa 1906
Italia, Gaino, Chiesa di San Michele, Teilaussenansicht;Blick auf die Chiesa di San Michele in Gaino, im Hintergrund ist der Gardasee zu sehen;45.6543526;10.6142744;Gaino;lcmt-nabi-pctmp_ead_wehr_16690-B_pctmp.jpg;circa 1906
Italia, Toscolano-Maderno, Maina, Landschaft;Blick auf das Papiermühlental;40.834432;17.358399;Fasano;lcmt-nabi-pctmp_ead_wehr_16692-B_pctmp.jpg;circa 1906
Italia, Fasano, Ortsteilansicht;Blick auf Fasano runter gegen den Gardasee;40.834432;17.358399;Fasano;lcmt-nabi-pctmp_ead_wehr_16693-B_pctmp.jpg;circa 1906
Italia, Gardone Riviera, Ortsteilansicht;Blick auf Gardone Riviera vom Ufer des Lago di Garda aus, im Zentrum ein Segelboot;45.6187853;10.5591005;Gardone Riviera;lcmt-nabi-pctmp_ead_wehr_16694-B_pctmp.jpg;1906
Italia, Gardone Riviera, Ortsteilansicht;Blick auf Gardone Riviera vom Ufer des Lago di Garda aus, im Vordergrund ein Segelboot;45.6187853;10.5591005;Gardone Riviera;lcmt-nabi-pctmp_ead_wehr_16695-B_pctmp.jpg;1906
Italia, Gardone Riviera, Ortsteilansicht;Blick von einer Anhöhe auf Gardone Riviera, im Vordergrund Baumwipfel;45.6187853;10.5591005;Gardone Riviera;lcmt-nabi-pctmp_ead_wehr_16696-B_pctmp.jpg;1907
Italia, Gardone Riviera, Ortsteilansicht;Blick von einer Anhöhe auf Gardone Riviera, im Vordergrund ein kleiner Weg;45.6187853;10.5591005;Gardone Riviera;lcmt-nabi-pctmp_ead_wehr_16697-B_pctmp.jpg;1907
Italia, Gardone Riviera, Ortsgesamtansicht;Blick von einer Anhöhe auf Gardone Riviera und den Lago di Garda;45.6187853;10.5591005;Gardone Riviera;lcmt-nabi-pctmp_ead_wehr_16698-B_pctmp.jpg;1907
Italia, Gardone Riviera, Chiesa di San Michele, Teilaussenansicht;Blick auf die Chiesa di San Michele, die sich oberhalb von Gardone Riviera auf einem Hügel befindet;45.6187853;10.5591005;Gardone Riviera;lcmt-nabi-pctmp_ead_wehr_16699-B_pctmp.jpg;circa 1906
Italia, Gardone Riviera, Chiesa di San Michele, Teilaussenansicht;Chiesa di San Michele, davor eine Frau;45.6187853;10.5591005;Gardone Riviera;lcmt-nabi-pctmp_ead_wehr_16700-B_pctmp.jpg;circa 1906
Italia, Gardone Riviera, Chiesa di San Michele, Teilaussenansicht;Chiesa di San Michele in Gardone Riviera;45.6187853;10.5591005;Gardone Riviera;lcmt-nabi-pctmp_ead_wehr_16701-B_pctmp.jpg;1907
Italia, Gardone Riviera, Val di Barbarano, Landschaft;Blick auf das Val di Barbarano bei Gardone Riviera;45.6187853;10.5591005;Gardone Riviera;lcmt-nabi-pctmp_ead_wehr_16702-B_pctmp.jpg;1907
Italia, Isola di Garda, Landschaft;Blick auf die Isola di Garda über den Gardasee hinweg;45.5928053;10.5906933;Isola di Garda;lcmt-nabi-pctmp_ead_wehr_16703-B_pctmp.jpg;1907
Italia, Isola di Garda, Villa Borghese, Gesamtaussenansicht;Villa Borghese auf der Isola di Garda;45.5928053;10.5906933;Isola di Garda;lcmt-nabi-pctmp_ead_wehr_16704-B_pctmp.jpg;1907
Italia, San Fermo, Landschaft;Blick auf San Fermo herunter, im Hintergrund ist die Isola di Garda zu sehen, auf dem Gardasee schwimmt ein Segelschiff;45.8328935;8.8505885;San Fermo;lcmt-nabi-pctmp_ead_wehr_16705-B_pctmp.jpg;1907
Italia, Isola di Garda, Landschaft;Blick auf die Isola di Garda, im Vordergrund ragt eine Landzunge in den Gardasee, vor der Insel fährt ein grosses und ein kleines Schiff auf dem See;45.5928053;10.5906933;Isola di Garda;lcmt-nabi-pctmp_ead_wehr_16706-B_pctmp.jpg;1907
Italia, Salò, Ortsgesamtansicht;Salò und der Lago di Garda;45.6056775;10.520069;Salò;lcmt-nabi-pctmp_ead_wehr_16709-B_pctmp.jpg;1907
Italia, Salò, Ortsteilansicht;Uferpromenade des Lago di Garda in Salò mit dem Hotel Vittoria;45.6056775;10.520069;Salò;lcmt-nabi-pctmp_ead_wehr_16710-B_pctmp.jpg;1907
Italia, Salò, Ortsteilansicht;Blick auf Salò vom gegenüberliegenden Ufer über den Gardasee hinweg;45.6056775;10.520069;Salò;lcmt-nabi-pctmp_ead_wehr_16712-B_pctmp.jpg;1907
Italia, Salò, Ortsteilansicht;Blick auf Salò vom gegenüberliegenden Ufer des Lago di Garda aus, im Vordergrund Zypressen am Wegrand;45.6056775;10.520069;Salò;lcmt-nabi-pctmp_ead_wehr_16713-B_pctmp.jpg;1907
Italia, Garda, Ortsteilansicht;Blick auf die Bucht des Gardasees bei Garda runter, im Hintergrund erstreckt sich eine Hügellandschaft;45.5756512;10.7085298;Garda;lcmt-nabi-pctmp_ead_wehr_16714-B_pctmp.jpg;circa 1907
Italia, Garda, Ortsteilansicht;Blick auf den Hafen von Garda, im Vordergrund beladen Männer ein Segelschiff;45.5756512;10.7085298;Garda;lcmt-nabi-pctmp_ead_wehr_16715-B_pctmp.jpg;circa 1907
Porträt, Weibliche Person, Italia;Frau am Lago di Garda mit zwei Wassereimern an einem Tragjoch befestigt;;;Italien, [Lokalisierung unsicher];lcmt-nabi-pctmp_ead_wehr_16716-B_pctmp.jpg;circa 1907
Porträt, Weibliche Person, Italia;Frau am Lago di Garda mit zwei Wassereimern an einem Tragjoch befestigt;;;Italien, [Lokalisierung unsicher];lcmt-nabi-pctmp_ead_wehr_16717-B_pctmp.jpg;1907
Porträt, Weibliche Person, Italia;Frau am Lago di Garda mit zwei Wassereimern an einem Tragjoch befestigt;;;Italien, [Lokalisierung unsicher];lcmt-nabi-pctmp_ead_wehr_16718-B_pctmp.jpg;1907
Porträt, Weibliche Person, Italia;Frauen mit Wasserkübeln vor einem Tordurchgang;;;Italien, [Lokalisierung unsicher];lcmt-nabi-pctmp_ead_wehr_16719-B_pctmp.jpg;1907
Porträt, Weibliche Person, Italia;Frau steht auf einem Waldweg;;;Italien, [Lokalisierung unsicher];lcmt-nabi-pctmp_ead_wehr_16720-B_pctmp.jpg;circa 1907
Italia, Lago di Garda, Landschaft;Weinreben und Zedern am Ufer des Lago di Garda;45.6624314;10.6861569;Lago di Garda;lcmt-nabi-pctmp_ead_wehr_16721-B_pctmp.jpg;1921
Italia, Lago di Garda, Zitronenplantage, Teilansicht;Blick auf den Lago di Garda inmitten einer Zitronenbaumplantage aus;45.6624314;10.6861569;Lago di Garda;lcmt-nabi-pctmp_ead_wehr_16722-B_pctmp.jpg;circa 1907
Italia, Lago di Garda, Zitronenplantage, Teilansicht;Ansicht einer Treppe innerhalb der Zitronenplantage, auf deren seitlichen Mauernresten ein junger Mann sitzt, die Treppe wird links und rechts von Zitronenbäumen gesäumt;45.6624314;10.6861569;Lago di Garda;lcmt-nabi-pctmp_ead_wehr_16723-B_pctmp.jpg;circa 1907
Italia, Lago di Garda, Zitronenbaum, Teilansicht;Ansicht einiger Äste eines Zitronenbaums mit Früchten;45.6624314;10.6861569;Lago di Garda;lcmt-nabi-pctmp_ead_wehr_16724-B_pctmp.jpg;circa 1907
Landschaft [Lokalisierung unsicher];Blick entlang eines Weges, der von Olivenbäumen gesäumt ist, ein Knabe sitzt am Wegrand;;;[Lokalisierung unsicher];lcmt-nabi-pctmp_ead_wehr_16725-B_pctmp.jpg;circa 1907
Landschaft [Lokalisierung unsicher];Blick entlang eines Weges, der von Olivenbäumen gesäumt ist;;;[Lokalisierung unsicher];lcmt-nabi-pctmp_ead_wehr_16726-B_pctmp.jpg;circa 1907
Italia, Lago di Garda, Agave, Gesamtansicht;Gesamtansicht einer Agave, daneben steht ein Olivenbaum;45.6624314;10.6861569;Lago di Garda;lcmt-nabi-pctmp_ead_wehr_16727-B_pctmp.jpg;circa 1907
Italia, Limone sul Garda, Ortsteilansicht;Cypressenzucht in Limone sul Garda;45.8141083;10.7915342;Limone sul Garda;lcmt-nabi-pctmp_ead_wehr_16728-B_pctmp.jpg;1907
Italia, Lago di Garda, Ortsteilansicht [Lokalisierung unsicher];Blick entlang einer Strasse eines Dorfes am Gardasee;45.6624314;10.6861569;Lago di Garda;lcmt-nabi-pctmp_ead_wehr_16729-B_pctmp.jpg;circa 1907
Seelisberg, Panorama;Blick über eine Wiese auf den Vierwaldstättersee und die Berge, im Vordergrund ein mit Holzzäunen eingefasster Weg und eine Scheune;46.977964;8.5858121;Seelisberg;lcmt-nabi-pctmp_ead_wehr_1673-B_pctmp.jpg;1906
Porträt, Gruppenbild, Italia, Lago di Garda;Zwei Männer und ein Knabe beim Pflügen mit einem Ochsengespann;45.6624314;10.6861569;Gardasee;lcmt-nabi-pctmp_ead_wehr_16731-B_pctmp.jpg;circa 1907
Caprino, Cantine di Caprino, Teilaussenansicht;Blick auf die Anlegestelle Cantine di Caprino mit zwei Fischerbooten, im Hintergrund ist der Luganersee zu sehen;45.6059385;10.7951325;Caprino;lcmt-nabi-pctmp_ead_wehr_16733-B_pctmp.jpg;circa 1907
