City;Breitengrad;Längengrad;Name;Beschreibung;firstBreitengrad;firstLängengrad;Exakte Koordinaten;Adresse;Datei;Periode;Quelle;Urheber:in;Referenz;;;
Guttannen;46.65511;8.28951;Guttannen, Ortsteilansicht;Blick auf einige Häuser von Guttannen, im Vodergrund eine Wiese mit Felsblöcken;46.655228;8.2904509;Nein;Guttannen;lcmt-nabi-pctmp_ead_wehr_2358-B_pctmp.jpg;circa 1905;helveticarchives.org;unknown|photographer;https://commons.wikimedia.org/entity/M144155342;;;
Guttannen;46.65511;8.28951;Guttannen, Ortsteilansicht;Häuser an der Aare in Guttannen;46.655228;8.2904509;Nein;Guttannen;lcmt-nabi-pctmp_ead_wehr_2359-B_pctmp.jpg;circa 1905;helveticarchives.org;unknown|photographer;https://commons.wikimedia.org/entity/M144155463;;;
Fernigen;46.73466;8.52262;Fernigen, Dorfpartie, Ortsteilansicht;Einige Häuser, am Horizont Schneeberge;;;Nein;Fernigen;lcmt-nabi-pctmp_ead_wehr_2361-B_pctmp.jpg;1905;helveticarchives.org;unknown|photographer;https://commons.wikimedia.org/entity/M144155587;;;
Sustenpass;46.72871;8.44899;Sustenpass, Panorama;Blick vom Sustenpass auf die Sustenhörner;46.7291199;8.4465197;Nein;Sustenpass;lcmt-nabi-pctmp_ead_wehr_2362-B_pctmp.jpg;circa 1905;helveticarchives.org;unknown|photographer;https://commons.wikimedia.org/entity/M144155704;;;
Innertkirchen;46.72871;8.44899;Sustenpass, Panorama;Zwei Bergsteiger (ein Mann und eine Frau) auf dem Sustenpass (Passhöhe: 2262 m) mit Ansicht des Stucklistocks;46.7053798;8.2286304;Nein;Innertkirchen;lcmt-nabi-pctmp_ead_wehr_2363-B_pctmp.jpg;circa 1905;helveticarchives.org;unknown|photographer;https://commons.wikimedia.org/entity/M144155806;;;
Sustenpass;46.72871;8.44899;Sustenpass, Panorama;Blick von der Passhöhe auf das Haslital;46.7291199;8.4465197;Nein;Sustenpass;lcmt-nabi-pctmp_ead_wehr_2364-B_pctmp.jpg;circa 1905;helveticarchives.org;unknown|photographer;https://commons.wikimedia.org/entity/M144155942;;;
Innertkirchen;46.70467;8.22876;Sustenpass, Steinwirtshaus, Gesamtaussenansicht;Blick vom Sustenpass auf das Steinwirtshaus und gegen Passhöhe.;46.7053798;8.2286304;Nein;Innertkirchen;lcmt-nabi-pctmp_ead_wehr_2366-B_pctmp.jpg;circa 1905;helveticarchives.org;unknown|photographer;https://commons.wikimedia.org/entity/M144156114;;;
Sustenpass;46.72871;8.44899;Sustenpass, Landschaft;Ansicht der Gebirgslandschaft der 'Hölle' unterhalb des Steingletschers;46.7291199;8.4465197;Nein;Sustenpass;lcmt-nabi-pctmp_ead_wehr_2367-B_pctmp.jpg;circa 1905;helveticarchives.org;unknown|photographer;https://commons.wikimedia.org/entity/M144156323;;;
Gadmen;46.73733;8.35224;Gadmen, Ortsteilansicht;Vorne eine Wiese, links einige Häuser, dahinter der Hang;46.7035838;8.3801261;Nein;Gadmen;lcmt-nabi-pctmp_ead_wehr_2368-B_pctmp.jpg;circa 1905;helveticarchives.org;unknown|photographer;https://commons.wikimedia.org/entity/M144156479;;;
Gadmen;46.73733;8.35224;Gadmen, Hotel Bären, Gesamtaussenansicht;Zentral das Hotel Bären, zentral posieren 3 Menschen, links ein Zaun;46.7035838;8.3801261;Nein;Gadmen;lcmt-nabi-pctmp_ead_wehr_2369-B_pctmp.jpg;circa 1905;helveticarchives.org;unknown|photographer;https://commons.wikimedia.org/entity/M144156692;;;
Voralphütte;46.6905424;8.4877432;Voralphütte, Gesamtaussenansicht;Blick auf die Voralphütte des SAC. Dahinter das Sustenhorn;46.6905424;8.4877432;Nein;Voralphütte;lcmt-nabi-pctmp_ead_wehr_2370-B_pctmp.jpg;circa 1905;helveticarchives.org;unknown|photographer;https://commons.wikimedia.org/entity/M144156890;;;
Findelgletscher;45.9955209;7.8792574;Findelengletscher, Landschaft;Blick auf den Findelengletscher;45.9955208;7.8792574;Nein;Findelgletscher;lcmt-nabi-pctmp_ead_wehr_23700-B_pctmp.jpg;circa 1912;helveticarchives.org;Artur Wehrli;https://commons.wikimedia.org/entity/M145156549;;;
Schwarzläger;;;Schwarzläger, Panorama;Schwarzläger, Panorama. Blick auf Monte Rosa, Lyskamm und Breithorn;;;Nein;Schwarzläger;lcmt-nabi-pctmp_ead_wehr_23701a-B_pctmp.jpg;circa 1912;helveticarchives.org;Artur Wehrli;https://commons.wikimedia.org/entity/M145131912;;;
Schwarzläger;;;Schwarzläger, Panorama;Schwarzläger, Panorama. Blick auf Monte Rosa, Lyskamm und Breithorn;;;Nein;Schwarzläger;lcmt-nabi-pctmp_ead_wehr_23701b-B_pctmp.jpg;circa 1912;helveticarchives.org;Artur Wehrli;https://commons.wikimedia.org/entity/M145132002;;;
Schwarzläger;;;Schwarzläger, Panorama;Schwarzläger, Panorama. Blick auf den Oberen und Untereren Theodulgletscher;;;Nein;Schwarzläger;lcmt-nabi-pctmp_ead_wehr_23702a-B_pctmp.jpg;circa 1912;helveticarchives.org;Artur Wehrli;https://commons.wikimedia.org/entity/M145132062;;;
Schwarzläger;;;Schwarzläger, Panorama;Schwarzläger, Panorama. Blick auf den Oberen und Untereren Theodulgletscher;;;Nein;Schwarzläger;lcmt-nabi-pctmp_ead_wehr_23702b-B_pctmp.jpg;circa 1912;helveticarchives.org;Artur Wehrli;https://commons.wikimedia.org/entity/M145132128;;;
Schwarzläger;;;Schwarzläger, Panorama;Schwarzläger, Panorama. Blick auf das Matterhorn;;;Nein;Schwarzläger;lcmt-nabi-pctmp_ead_wehr_23703a-B_pctmp.jpg;circa 1912;helveticarchives.org;Artur Wehrli;https://commons.wikimedia.org/entity/M145132178;;;
Schwarzläger;;;Schwarzläger, Panorama;Schwarzläger, Panorama. Blick auf das Matterhorn;;;Nein;Schwarzläger;lcmt-nabi-pctmp_ead_wehr_23703b-B_pctmp.jpg;circa 1912;helveticarchives.org;Artur Wehrli;https://commons.wikimedia.org/entity/M145132215;;;
Schwarzläger;;;Schwarzläger, Panorama;Schwarzläger, Panorama. Blick auf den Zmuttgletscher;;;Nein;Schwarzläger;lcmt-nabi-pctmp_ead_wehr_23704a-B_pctmp.jpg;circa 1912;helveticarchives.org;Artur Wehrli;https://commons.wikimedia.org/entity/M145132244;;;
Schwarzläger;;;Schwarzläger, Panorama;Schwarzläger, Panorama. Blick auf den Zmuttgletscher;;;Nein;Schwarzläger;lcmt-nabi-pctmp_ead_wehr_23704b-B_pctmp.jpg;circa 1912;helveticarchives.org;Artur Wehrli;https://commons.wikimedia.org/entity/M145132305;;;
Montreux;46.43301;6.91143;Montreux, Landschaft;Verschneite Landschaft bei Montreux;46.4310831;6.9129921;Nein;Montreux;lcmt-nabi-pctmp_ead_wehr_23705-B_pctmp.jpg;circa 1912;helveticarchives.org;Artur Wehrli;https://commons.wikimedia.org/entity/M145156577;;;
Sonloup;46.45613;6.93956;Montreux, Sonloup, Landschaft;Blick auf den verschneiten Hügel von Sonloup, einem Quartierteil Montreux', und die Standseilbahn Les Avants-Sonloup;46.4585793;6.9397039;Nein;Sonloup;lcmt-nabi-pctmp_ead_wehr_23707-B_pctmp.jpg;circa 1912;helveticarchives.org;Artur Wehrli;https://commons.wikimedia.org/entity/M145132435;;;
[Lokalisierung unsicher];;;Landschaft, [Lokalisierung unsicher];Blick entlang einer verschneiten Waldstrasse;;;Nein;[Lokalisierung unsicher];lcmt-nabi-pctmp_ead_wehr_23708-B_pctmp.jpg;circa 1912;helveticarchives.org;Artur Wehrli;https://commons.wikimedia.org/entity/M145132474;;;
Sustenhorn;46.69893;8.45512;Sustenhorn, Landschaft, Bergsteigen;Das Sustenhorn vom Aufstieg zum Fleckistock gesehen. An der Flanke im Vordergrund zwei Bergsteiger;46.6989203;8.4551989;Nein;Sustenhorn;lcmt-nabi-pctmp_ead_wehr_2371-B_pctmp.jpg;circa 1905;helveticarchives.org;unknown|photographer;https://commons.wikimedia.org/entity/M144157040;;;
Schweiz, [Lokalisierung unsicher];;;Schweiz, Landschaft [Lokalisierung unsicher];Ufer eines Sees im Nebel;;;Nein;Schweiz, [Lokalisierung unsicher];lcmt-nabi-pctmp_ead_wehr_23710-B_pctmp.jpg;circa 1912;helveticarchives.org;[?] Riffel;https://commons.wikimedia.org/entity/M145156630;;;
;;;Röntgenaufnahme, Hand, Gesamtansicht [Lokalisierung unsicher];Röntgenaufnahme einer rechten Hand;;;Nein;;lcmt-nabi-pctmp_ead_wehr_23715-B_pctmp.jpg;circa 1912;helveticarchives.org;Hans Brun;https://commons.wikimedia.org/entity/M145156700;;;
Himmelreich;54.01429;9.08308;Deutschland, Kirchzarten, Himmelreich, Ortsteilansicht;Ansicht des Dorfplatzes des Weilers Himmelreich im Schwarzwald;50.1971239;12.2287616;Nein;Himmelreich;lcmt-nabi-pctmp_ead_wehr_23720-B_pctmp.jpg;circa 1912;helveticarchives.org;Artur Wehrli;https://commons.wikimedia.org/entity/M145132869;;;
Lahnstein;50.3;7.61667;Deutschland, Lahnstein, Ortsteilansicht;Blick auf Lahnstein von Stolzenfels aus;50.3090305;7.6044602;Nein;Lahnstein;lcmt-nabi-pctmp_ead_wehr_23770-B_pctmp.jpg;circa 1912;helveticarchives.org;Artur Wehrli;https://commons.wikimedia.org/entity/M145135600;;;
Bad Ems;50.33544;7.71369;Deutschland, Bad Ems, Ortsteilansicht;Blick auf Bad Ems und die Lahn;50.3352062;7.7128538;Nein;Bad Ems;lcmt-nabi-pctmp_ead_wehr_23790-B_pctmp.jpg;circa 1912;helveticarchives.org;Artur Wehrli;https://commons.wikimedia.org/entity/M145157549;;;
Oberalppass;46.65868;8.67121;Oberalppass, Landschaft;Blick auf die Pass-Strasse zum Oberalppass und den Oberalpsee;46.658739;8.6711693;Nein;Oberalppass;lcmt-nabi-pctmp_ead_wehr_2381-B_pctmp.jpg;circa 1905;helveticarchives.org;unknown|photographer;https://commons.wikimedia.org/entity/M144157716;;;
Oberalppass;46.65868;8.67121;Oberalppass, Landschaft;Blick auf die Pass-Strasse zum Oberalppass;46.658739;8.6711693;Nein;Oberalppass;lcmt-nabi-pctmp_ead_wehr_2382-B_pctmp.jpg;circa 1905;helveticarchives.org;unknown|photographer;https://commons.wikimedia.org/entity/M144157820;;;
Airolo;46.58333;8.58333;Gotthard, Tremola, Ortsteilansicht;Gotthardstrasse durch das Tremola Tal.;46.5290309;8.6086045;Nein;Airolo;lcmt-nabi-pctmp_ead_wehr_2383-B_pctmp.jpg;circa 1905;helveticarchives.org;unknown|photographer;https://commons.wikimedia.org/entity/M144158055;;;
Airolo;46.58333;8.58333;Gotthard, Tremola, Ortsteilansicht;Gotthardstrasse durch das Tremola Tal.;46.5290309;8.6086045;Nein;Airolo;lcmt-nabi-pctmp_ead_wehr_2383a-B_pctmp.jpg;circa 1905;helveticarchives.org;unknown|photographer;https://commons.wikimedia.org/entity/M144157952;;;
Bingen am Rhein;49.9661826;7.8962706;Deutschland, Bingen am Rhein, Burg Klopp, Teilaussenansicht;Ansicht der Burg Klopp, am linken Bildrand stehen zwei Kinder neben einem Schotterweg;49.9675456;7.8944;Nein;Bingen am Rhein;lcmt-nabi-pctmp_ead_wehr_23851-B_pctmp.jpg;circa 1912;helveticarchives.org;Artur Wehrli;https://commons.wikimedia.org/entity/M145158009;;;
Mannheim;49.4891;8.46694;Deutschland, Mannheim, Ortsteilansicht;Blick auf die Planken in Mannheim;49.4892913;8.4673098;Nein;Mannheim;lcmt-nabi-pctmp_ead_wehr_23860-B_pctmp.jpg;circa 1912;helveticarchives.org;Artur Wehrli;https://commons.wikimedia.org/entity/M145158523;;;
Jungfraujoch;46.54776;7.97881;Jungfraubahn, Station Jungfraujoch, Teilinnenansicht;Jungfraubahn. Arbeiter und Bahnwagen bei der Station Jungfraujoch;46.5475788;7.9789741;Nein;Jungfraujoch;lcmt-nabi-pctmp_ead_wehr_23869-B_pctmp.jpg;1913-01;helveticarchives.org;Artur Wehrli;https://commons.wikimedia.org/entity/M145158988;;;
Airolo;46.56205;8.54147;Airolo, Lago di Lucendro, Landschaft;Blick auf den Lago di Lucendro und die umliegende Landschaft;46.5290309;8.6086045;Nein;Airolo;lcmt-nabi-pctmp_ead_wehr_2387-B_pctmp.jpg;circa 1905;helveticarchives.org;unknown|photographer;https://commons.wikimedia.org/entity/M144158185;;;
Jungfraujoch;46.54776;7.97881;Jungfraujoch, Panorama;Blick von der Station Jungfraujoch auf die Jungfrau;46.5475788;7.9789741;Nein;Jungfraujoch;lcmt-nabi-pctmp_ead_wehr_23870-B_pctmp.jpg;1913-01;helveticarchives.org;Artur Wehrli;https://commons.wikimedia.org/entity/M145159047;;;
Jungfraujoch;46.54776;7.97881;Jungfraubahn, Station Jungfraujoch, Teilaussenansicht;Jungfraubahn. Schneelandschaft bei der Station Jungfraujoch mit Aussichtspunkt;46.5475788;7.9789741;Nein;Jungfraujoch;lcmt-nabi-pctmp_ead_wehr_23871-B_pctmp.jpg;1913-01;helveticarchives.org;Artur Wehrli;https://commons.wikimedia.org/entity/M145159100;;;
Jungfraujoch;46.54776;7.97881;Jungfraujoch, Panorama;Blick von der Station Jungfraujoch auf die Jungfrau, rechts das Stationsgebäude der Jungfraubahn;46.5475788;7.9789741;Nein;Jungfraujoch;lcmt-nabi-pctmp_ead_wehr_23872-B_pctmp.jpg;1913-01;helveticarchives.org;Artur Wehrli;https://commons.wikimedia.org/entity/M145159128;;;
Jungfraujoch;46.54776;7.97881;Jungfraujoch, Panorama;Drei Bergsteiger:innen (zwei Männer und eine Frau) auf dem Jungfraujoch, im Hintergrund die Mathildenspitze;46.5475788;7.9789741;Nein;Jungfraujoch;lcmt-nabi-pctmp_ead_wehr_23874-B_pctmp.jpg;1913-01;helveticarchives.org;Artur Wehrli;https://commons.wikimedia.org/entity/M145159182;;;
Mönch;46.5611;7.9979;Mönch, Landschaft;Ansicht des Mönch;46.558496;7.9972688;Nein;Mönch;lcmt-nabi-pctmp_ead_wehr_23875-B_pctmp.jpg;1913-01;helveticarchives.org;Artur Wehrli;https://commons.wikimedia.org/entity/M145159229;;;
Sainte-Croix;17.72751;-64.74698;Ste-Croix, Ortsteilansicht;Ortsteilansicht aus der Entfernung gegen den Chasseron;49.4809517;3.7781066;Nein;Sainte-Croix;lcmt-nabi-pctmp_ead_wehr_23876-B_pctmp.jpg;circa 1911;helveticarchives.org;Artur Wehrli;https://commons.wikimedia.org/entity/M145159284;;;
Sainte-Croix;17.72751;-64.74698;Ste-Croix, Landschaft;Blcik von Ste-Croix gegen Les Rasses;49.4809517;3.7781066;Nein;Sainte-Croix;lcmt-nabi-pctmp_ead_wehr_23877-B_pctmp.jpg;circa 1911;helveticarchives.org;Artur Wehrli;https://commons.wikimedia.org/entity/M145159326;;;
Andermatt;53.6167;10.9;Andermatt, Teufelsbrücke, Gesamtansicht;Teufelsbrücke;46.6340499;8.5948148;Nein;Andermatt;lcmt-nabi-pctmp_ead_wehr_2396-B_pctmp.jpg;1905;helveticarchives.org;unknown|photographer;https://commons.wikimedia.org/entity/M144158258;;;
Göschenen;46.65;8.4833;Göschenenalp Ortsgesamtansicht;Blick auf Göschenenalp und einige Häsuer, Dammafirn im Hintergrund;46.6676488;8.588703;Nein;Göschenen;lcmt-nabi-pctmp_ead_wehr_2397-B_pctmp.jpg;1905;helveticarchives.org;unknown|photographer;https://commons.wikimedia.org/entity/M144158328;;;
Kanton Bern;46.8382351;7.6004502;Bern, Frau in Berner Tracht, Gesamtansicht;Sitzende Frau mit Berner Tracht;46.8382351;7.6004502;Nein;Kanton Bern;lcmt-nabi-pctmp_ead_wehr_24-B_pctmp.jpg;circa 1905;helveticarchives.org;unknown|photographer;https://commons.wikimedia.org/entity/M144161126;;;
St. Moritz;46.49937;9.84327;St. Moritz, Landschaft;Eine Gruppe Wintersportler mit Skis, Schlitten und Pferden auf einer Strasse bei St. Moritz;46.4978958;9.8392428;Nein;St. Moritz;lcmt-nabi-pctmp_ead_wehr_24201-B_pctmp.jpg;1913-03;helveticarchives.org;H. Lavater;https://commons.wikimedia.org/entity/M145159494;;;
St. Moritz;46.49937;9.84327;St. Moritz, Landschaft;Eine Gruppe Wintersportler mit Schlitten und Pferden auf einer Strasse bei St. Moritz;46.4978958;9.8392428;Nein;St. Moritz;lcmt-nabi-pctmp_ead_wehr_24202-B_pctmp.jpg;1913-03;helveticarchives.org;H. Lavater;https://commons.wikimedia.org/entity/M145159574;;;
St. Moritz;46.49937;9.84327;St. Moritz, Wintersport, Landschaft;Bob-Rennbahn bei St. Moritz, im Hintergrund Celerina;46.4978958;9.8392428;Nein;St. Moritz;lcmt-nabi-pctmp_ead_wehr_24203-B_pctmp.jpg;1913-03;helveticarchives.org;H. Lavater;https://commons.wikimedia.org/entity/M145159615;;;
St. Moritz;46.49937;9.84327;St. Moritz, Wintersport, Landschaft;Ski-Jöring bei St. Moritz;46.4978958;9.8392428;Nein;St. Moritz;lcmt-nabi-pctmp_ead_wehr_24204-B_pctmp.jpg;1913-03;helveticarchives.org;H. Lavater;https://commons.wikimedia.org/entity/M145159652;;;
St. Moritz;46.4938;9.84591;St. Moritzersee, Landschaft;Winterlandschaft am St. Moritzersee;46.4933246;9.8463627;Nein;St. Moritzersee;lcmt-nabi-pctmp_ead_wehr_24206-B_pctmp.jpg;1913-03;helveticarchives.org;H. Lavater;https://commons.wikimedia.org/entity/M145159687;;;
St. Moritz;46.49937;9.84327;St. Moritz, Ortsteilansicht;Blick auf St. Moritz von einer Anhöhe aus;46.4978958;9.8392428;Nein;St. Moritz;lcmt-nabi-pctmp_ead_wehr_24207-B_pctmp.jpg;1913-03;helveticarchives.org;H. Lavater;https://commons.wikimedia.org/entity/M145159725;;;
St. Moritz;46.49937;9.84327;St. Moritz, Ortsteilansicht;Blick auf St. Moritz von einer Anhöhe aus;46.4978958;9.8392428;Nein;St. Moritz;lcmt-nabi-pctmp_ead_wehr_24208-B_pctmp.jpg;1913-03;helveticarchives.org;H. Lavater;https://commons.wikimedia.org/entity/M145159800;;;
St. Moritz;46.49937;9.84327;St. Moritz, Hotel Chantarella, Gesamtaussenansicht;Ansicht des Hotel Chantarella in St. Moritz;46.4978958;9.8392428;Nein;St. Moritz;lcmt-nabi-pctmp_ead_wehr_24209-B_pctmp.jpg;1913-03;helveticarchives.org;H. Lavater;https://commons.wikimedia.org/entity/M145159924;;;
St. Moritz;46.49937;9.84327;St. Moritz, Hotel Chantarella, Gesamtaussenansicht;Hotel Chantarella-Rink mit Eisfeld in St. Moritz;46.4978958;9.8392428;Nein;St. Moritz;lcmt-nabi-pctmp_ead_wehr_24210-B_pctmp.jpg;circa 1913;helveticarchives.org;unknown|photographer;https://commons.wikimedia.org/entity/M145159976;;;
St. Moritz;46.4848584;9.8197765;St. Moritz, Suvretta House, Teilaussenansicht;Ansicht des Suvretta House in St. Moritz, im Vordergrund Eisfeld, im Hintergrund der Piz Julier;46.4978958;9.8392428;Nein;St. Moritz;lcmt-nabi-pctmp_ead_wehr_24211-B_pctmp.jpg;1913-03;helveticarchives.org;H. Lavater;https://commons.wikimedia.org/entity/M145159999;;;
St. Moritz;46.4848584;9.8197765;St. Moritz, Suvretta House, Gesamtaussenansicht;Ansicht des Suvretta House in St. Moritz, im Vordergrund Eisfeld, im Hintergrund der Piz Julier;46.4978958;9.8392428;Nein;St. Moritz;lcmt-nabi-pctmp_ead_wehr_24212-B_pctmp.jpg;1913-03;helveticarchives.org;H. Lavater;https://commons.wikimedia.org/entity/M145160024;;;
St. Moritz;46.4848584;9.8197765;St. Moritz, Suvretta House, Gesamtaussenansicht;Ansicht des Suvretta House in St. Moritz, im Hintergrund der Piz da la Margna;46.4978958;9.8392428;Nein;St. Moritz;lcmt-nabi-pctmp_ead_wehr_24213-B_pctmp.jpg;1913-03;helveticarchives.org;H. Lavater;https://commons.wikimedia.org/entity/M145160096;;;
Berninapass;46.4109262;10.0276199;Berninapass, Hospiz, Teilaussenansicht;Bernina-Hospiz mit Piz Cambrena;46.4109262;10.0276199;Nein;Berninapass;lcmt-nabi-pctmp_ead_wehr_24214-B_pctmp.jpg;1913-03;helveticarchives.org;H. Lavater;https://commons.wikimedia.org/entity/M145160145;;;
Alp Grüm;46.3746;10.0313;Alp Grüm, Landschaft;Ansicht der Alpgrüm und des Vadret da Palü;46.3745132;10.0312223;Nein;Alp Grüm;lcmt-nabi-pctmp_ead_wehr_24215-B_pctmp.jpg;1913-03;helveticarchives.org;H. Lavater;https://commons.wikimedia.org/entity/M145160210;;;
Adelboden;46.49142;7.56031;Adelboden, Ortsteilansicht;Blick auf Adelboden, im Hintergrund der Wildstrubel;46.4927213;7.5587618;Nein;Adelboden;lcmt-nabi-pctmp_ead_wehr_24217-B_pctmp.jpg;1913-03;helveticarchives.org;H. Lavater;https://commons.wikimedia.org/entity/M145160234;;;
St. Gallen;47.42391;9.37477;St. Gallen, Ortsteilansicht;Blick von einer Anhöhe auf einen Teil von St. Gallen;47.425618;9.3762397;Nein;St. Gallen;lcmt-nabi-pctmp_ead_wehr_24219-B_pctmp.jpg;1913-03;helveticarchives.org;H. Lavater;https://commons.wikimedia.org/entity/M145160275;;;
St. Gallen;47.40079;9.32517;Bruggen, Sitterviadukt, Gesamtansicht;Ansicht des Sitterviaduktes, über welches eine Dampflok fährt;47.425618;9.3762397;Nein;St. Gallen;lcmt-nabi-pctmp_ead_wehr_24221-B_pctmp.jpg;1913;helveticarchives.org;Anton Krenn;https://commons.wikimedia.org/entity/M145160298;;;
Les Rasses;46.82902;6.53906;Les Rasses, Landschaft;Juralandschaft bei Les Rasses;46.8292221;6.5402244;Nein;Les Rasses;lcmt-nabi-pctmp_ead_wehr_24222-B_pctmp.jpg;1913;helveticarchives.org;Artur Wehrli;https://commons.wikimedia.org/entity/M145160401;;;
Lugano;45.9885048;8.9492764;Lugano-Paradiso, Teilansicht;Ansicht von Lugano-Paradiso, Parco Guidino;46.0050102;8.9520281;Nein;Lugano;lcmt-nabi-pctmp_ead_wehr_24223-B_pctmp.jpg;circa 1913;helveticarchives.org;unknown|photographer;https://commons.wikimedia.org/entity/M145160514;;;
Lugano;46.01008;8.96004;Lugano, Kathedrale San Lorenzo, Teilaussenansicht;Aussenansicht der Kathedrale San Lorenzo;46.0050102;8.9520281;Nein;Lugano;lcmt-nabi-pctmp_ead_wehr_24224-B_pctmp.jpg;circa 1913;helveticarchives.org;unknown|photographer;https://commons.wikimedia.org/entity/M145160585;;;
Lugano;45.9769;8.9473;San Salvatore, Gesamtansicht;San Salvatore, Ansicht von dem Stadtgarten aus;46.0050102;8.9520281;Nein;Lugano;lcmt-nabi-pctmp_ead_wehr_24225-B_pctmp.jpg;circa 1913;helveticarchives.org;unknown|photographer;https://commons.wikimedia.org/entity/M145160679;;;
Bigorio;46.0721605;8.9501419;Bigorio, Convento del Bigorio, Teilaussenansicht;Kapuzinerkloster Bigorio, Ansicht von einem Weg hinauf zum Kloster;46.0704612;8.9581761;Nein;Bigorio;lcmt-nabi-pctmp_ead_wehr_24226-B_pctmp.jpg;1913-05;helveticarchives.org;Artur Wehrli;https://commons.wikimedia.org/entity/M145160750;;;
Bigorio;46.0701;8.957;Bigorio, Panorama;Aussicht vom Kapuzinerkloster Bigorio zum Lago di Lugano;46.0704612;8.9581761;Nein;Bigorio;lcmt-nabi-pctmp_ead_wehr_24227-B_pctmp.jpg;1913-05;helveticarchives.org;Artur Wehrli;https://commons.wikimedia.org/entity/M145160826;;;
Carabbia;45.97188;8.93703;Carabbia, Ortsgesamtansicht;Blick auf Carabbia von erhöter Lage aus;45.9720652;8.9382852;Nein;Carabbia;lcmt-nabi-pctmp_ead_wehr_24228-B_pctmp.jpg;1913-05;helveticarchives.org;Artur Wehrli;https://commons.wikimedia.org/entity/M145160898;;;
Carona;45.95745;8.93583;Carona, Ortsteilansicht;"Ortsteilansicht mit der Pfarrkirche und Umgebung; Gebirgszug und Luganersee im Hintergrund";46.02139;9.78285;Nein;Carona;lcmt-nabi-pctmp_ead_wehr_24229-B_pctmp.jpg;1913-05;helveticarchives.org;Artur Wehrli;https://commons.wikimedia.org/entity/M145160973;;;
Brissago;46.12013;8.71181;Brissago, Ortsteilansicht;Blick auf Brissago, rechts ist der Lago Maggiore;45.9485671;8.7472331;Nein;Brissago;lcmt-nabi-pctmp_ead_wehr_24230-B_pctmp.jpg;1913-05;helveticarchives.org;Artur Wehrli;https://commons.wikimedia.org/entity/M145161041;;;
Isole de Brissago;46.1320403;8.7351825;Isole de Brissago, Landschaft;Brissago-Inseln im Lago Maggiore, im Hintergrund eine Hügelkette;46.1320403;8.7351825;Nein;Isole de Brissago;lcmt-nabi-pctmp_ead_wehr_24231-B_pctmp.jpg;1913-05;helveticarchives.org;Artur Wehrli;https://commons.wikimedia.org/entity/M145161106;;;
Ronco sopra Ascona;46.14624;8.72793;Ronco sopra Ascona, Ortsteilansicht;Blick auf Ronco sopra Ascona;46.1433367;8.7263426;Nein;Ronco sopra Ascona;lcmt-nabi-pctmp_ead_wehr_24232-B_pctmp.jpg;1913-05;helveticarchives.org;Artur Wehrli;https://commons.wikimedia.org/entity/M145161169;;;
Frutigen;46.5889314;7.6512955;Frutigen, Bahnhof, Teilansicht;Zugkomposition der Bern-Lötschberg-Simplonbahn am Bahnhof Frutigen.;46.5874205;7.6444369;Nein;Frutigen;lcmt-nabi-pctmp_ead_wehr_24233-B_pctmp.jpg;circa 1913;helveticarchives.org;Artur Wehrli;https://commons.wikimedia.org/entity/M145161281;;;
Frutigen;46.5880045;7.6426433;Frutigen, Ref. Kirche, Gesamtaussenansicht;Zentral die Kirche, rechts und links davon Sicht ins Tal, am Horizont die Berge;46.5874205;7.6444369;Nein;Frutigen;lcmt-nabi-pctmp_ead_wehr_24234-B_pctmp.jpg;circa 1913;helveticarchives.org;Artur Wehrli;https://commons.wikimedia.org/entity/M145161348;;;
Frutigen;46.5880045;7.6426433;Frutigen, Kirche, Gesamtaussenansicht;Zentral die Kirche, rechts und links davon Sicht ins Tal, am Horizont die Berge, vorne ein Zaun;46.5874205;7.6444369;Nein;Frutigen;lcmt-nabi-pctmp_ead_wehr_24235-B_pctmp.jpg;circa 1913;helveticarchives.org;Artur Wehrli;https://commons.wikimedia.org/entity/M145161419;;;
Reichenbach im Kandertal;46.62541;7.69362;Reichenbach im Kandertal, Ortsgesamtansicht;Blick auf Reichenbach gegen die Blümlisalp;46.623593;7.6908247;Nein;Reichenbach im Kandertal;lcmt-nabi-pctmp_ead_wehr_24236-B_pctmp.jpg;1913-06;helveticarchives.org;Artur Wehrli;https://commons.wikimedia.org/entity/M145161496;;;
Mülenen;46.6399143;7.6928252;Mülenen, Ortsteilansicht;Die Niesenbahn mit dem Niesen in Mülenen;46.6399143;7.6928252;Nein;Mülenen;lcmt-nabi-pctmp_ead_wehr_24237-B_pctmp.jpg;1913-06;helveticarchives.org;Artur Wehrli;https://commons.wikimedia.org/entity/M145161599;;;
Reichenbach im Kandertal;46.62541;7.69362;Reichenbach im Kandertal, Ortsgesamtansicht;Blick auf Reichenbach gegen die Blümlisalp;46.623593;7.6908247;Nein;Reichenbach im Kandertal;lcmt-nabi-pctmp_ead_wehr_24238-B_pctmp.jpg;1913-06;helveticarchives.org;Artur Wehrli;https://commons.wikimedia.org/entity/M145161677;;;
Frutigen;46.58723;7.64945;Frutigen, Ortsgesamtansicht;Vorne eine Wiese, dahinter die Häuser von Frutigen, dahinter die andere Talseite;46.5874205;7.6444369;Nein;Frutigen;lcmt-nabi-pctmp_ead_wehr_24239-B_pctmp.jpg;circa 1913;helveticarchives.org;Artur Wehrli;https://commons.wikimedia.org/entity/M145161752;;;
