City;Breitengrad;Längengrad;Name;Beschreibung;firstBreitengrad;firstLängengrad;Exakte Koordinaten;Adresse;Datei;Periode;Quelle;Urheber:in;Referenz;;;
;;;Doppelapfel;Schweiz. Botanik. Laune der Natur: Doppelapfel, 'Siamesische Zwillinge'. Aufnahme 1890-1936.;;;Nein;;lcmt-nabi-pctmp_ead_zing_8161_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159669719;;;
;;;Mineral, Eisenrosen;Schweiz. Mineralogie. Hämatit. Grössere Gruppe von Eisenrosen verschiedener Grösse und Form. Aufnahme 1890-1936.;;;Nein;;lcmt-nabi-pctmp_ead_zing_8162_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159669770;;;
;;;Mineral, Eisenrosen;Schweiz. Mineralogie. Hämatit. Zusammengestellte Gruppe vieler Eisenrosen diverser Grösse und Form. Aufnahme 1890-1936.;;;Nein;;lcmt-nabi-pctmp_ead_zing_8163_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159913245;;;
;;;MIneral, Eisenrosen;Schweiz. Mineralogie. Hämatit. Gruppe von Eisenrosen. Aufnahme 1890-1936.;;;Nein;;lcmt-nabi-pctmp_ead_zing_8164_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159669919;;;
;;;Mineral, Eisenrosen;Schweiz. Mineralogie. Hämatit. Gruppe von Eisenrosen auf natürlicher Unterlage. Aufnahme 1890-1936.;;;Nein;;lcmt-nabi-pctmp_ead_zing_8165_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159670071;;;
;;;Mineral, Eisenrosen;Schweiz. Mineralogie. Hämatit. Eisenrosen auf ihrer natürlichen Unterlage. Aufnahme 1890-1936.;;;Nein;;lcmt-nabi-pctmp_ead_zing_8166_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159670089;;;
;;;Schmuck;"Schweiz. Mineralogie. Geschliffene edle Steine in Goldschmiedearbeit gefasst; diverse Geschmeide-Ensembles. Aufnahme 1890-1936.";;;Nein;;lcmt-nabi-pctmp_ead_zing_8167_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159971082;;;
;;;Schmuck;"Schweiz. Mineralogie. Edle Steine in Goldschmiedearbeit gefasst; diverse Geschmeide-Ensembles. Aufnahme 1890-1936.";;;Nein;;lcmt-nabi-pctmp_ead_zing_8168_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159670352;;;
;;;Mineral;Schweiz. Mineralogie. Aufnahme 1890-1936.;;;Nein;;lcmt-nabi-pctmp_ead_zing_8169_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159670372;;;
;;;Mineral;Schweiz. Mineralogie. Aufnahme 1890-1936.;;;Nein;;lcmt-nabi-pctmp_ead_zing_8170_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159670503;;;
;;;Mineral;Schweiz. Mineralogie. Aufnahme 1890-1936.;;;Nein;;lcmt-nabi-pctmp_ead_zing_8171_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159978523;;;
;;;Mineral, Feldspat;Schweiz. Mineralogie. Feldspat. Aufnahme 1890-1936.;;;Nein;;lcmt-nabi-pctmp_ead_zing_8183_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159670647;;;
;;;Mineral;"Schweiz. Mineralien. Calcit (?); Stück in Form von einem Paar Affenarmen mit gespreizten Ellbogen. Aufnahme 1890-1936.";;;Nein;;lcmt-nabi-pctmp_ead_zing_8184_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159670689;;;
Salenstein;47.6696934;9.0557282;Salenstein, Schloss Salenstein, Gesamtaussenansicht;"Salenstein TG. Schloss. Ansicht mit dem Schlosshügel und der nächsten Umgebung (Photo einer Zeichnung); Fotografie einer Zeichnung";47.6694793;9.05922;Nein;Salenstein;lcmt-nabi-pctmp_ead_zing_8309_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159648516;;;
Wigoltingen;47.60204;9.07837;Wigoltingen, Schloss Altenklingen, Gesamtansicht;"Wigoltingen TG. Altenklingen (Märstetten). Schloss mit benachbarten Befestigungs- und anderweitigen Bauten (Photo einer alten Zeichnung).; Fotografie einer Zeichnung";47.5967195;9.0320675;Nein;Wigoltingen;lcmt-nabi-pctmp_ead_zing_8317_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159658160;;;
Herdern;47.6313721;8.9259179;Herdern, Schloss Liebenfels, Gesamtaussenansicht;"Herdern TG. Schloss Liebenfels mit seiner nächsten landschaftlichen Umgebung (Photo einer altten Zeichnung); Fotografie einer Zeichnung";47.6058689;8.908617;Nein;Herdern;lcmt-nabi-pctmp_ead_zing_8319_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159611125;;;
Stettfurt;47.52822;8.96342;Stettfurt, Zeichnung Schloss Sonnenberg, Gesamtansicht;Herdern TG. Schloss Sonnenberg inmitten seiner Landschaft (Photo einer alten Zeichnung);47.5250201;8.9545165;Nein;Stettfurt;lcmt-nabi-pctmp_ead_zing_8320_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159652747;;;
Aadorf;47.49204;8.90099;Tänikon, Frauenkloster, Gesamtaussenansicht;Aadorf TG. Tänikon. Das Kloster Tänikon. Gesamtansicht. (Photo einer alten Zeichnung);47.4915782;8.9029526;Nein;Aadorf;lcmt-nabi-pctmp_ead_zing_8321_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159560537;;;
;;;Schweiz, Landschaft [Lokalisierung unsicher];Landschaft mit Teich, der von Sträuchern und Laubbäumen umgeben ist. Jenseits des Teiches, halb verdeckt, ein Riegelhaus. Aufnahme 1890-1936.;;;Nein;;lcmt-nabi-pctmp_ead_zing_8472_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159670719;;;
;;;Schweiz, Landschaft [Lokalisierung unsicher];Landschaft mit stehendem? Gewässer zwischen Wiese (rechts) und Schilfzone. Hinten an der Horizontlinie zwischen Bäumen ein Bauernhof. Aufnahme 1890-1936.;;;Nein;;lcmt-nabi-pctmp_ead_zing_8475_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159670788;;;
;;;Schweiz, Landschaft [Lokalisierung unsicher];"Schweiz. Hochgebirge. Ein Dreitausender mit Felspartien, Geröllhalden, Schneeflecken; links und rechts des Gipfels je eine ansteigende Mulde; Aufnahme von der Vegetationsgrenze aus";;;Nein;;lcmt-nabi-pctmp_ead_zing_8572_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159670809;;;
;;;Schweiz, Ortsteilansicht eines Dorfes [Lokalisierung unsicher];"Schweiz. Dorfbild, Einzelbau. Sehr altes Bauernhaus, aus Mauerwerk und aus Holz bestehend; an der südlichen Traufseite eine ganz durchgezogene Laube direkt unter dem Vordach; die westliche Giebelfront ganz aus Mauerwerk";;;Nein;;lcmt-nabi-pctmp_ead_zing_8573_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159670846;;;
;;;Schweiz, Teilaussenansicht eines Hauses [Lokalisierung unsicher];"Schweiz. Bauerntum. Bauernhof mit nettem Haus an sanft abfallender Halde; Stall hinten ans Haus angebaut; Rasenfläche und Garten ums Haus herum. Vor dem Haus der Bauer mit Spitzenexemplar von einem Muni";;;Nein;;lcmt-nabi-pctmp_ead_zing_8602_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159913566;;;
;;;Schweiz, Teilaussenansicht eines Hauses [Lokalisierung unsicher];"Schweiz. Wohnhaus, in den Zwanzigerjahren erstellt; Ansicht der Giebelfassade, mit breiter Strasse";;;Nein;;lcmt-nabi-pctmp_ead_zing_8661_pctmp.jpg;circa 1929;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161725946;;;
Vaduz;47.13961;9.52434;Fürstentum Liechtenstein, Vaduz, Schloss Vaduz, Gesamtansicht;Vaduz LI. Das Schloss. Gesamt-Aussenansicht von Süden;47.1392862;9.5227962;Nein;Vaduz;lcmt-nabi-pctmp_ead_zing_8664_pctmp.jpg;1923;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161725847;;;
Vaduz;47.13961;9.52434;Fürstentum Liechtenstein, Vaduz, Schloss Vaduz, Teilaussenansicht;"Vaduz LI. Das Schloss. Teil-Aussenansicht von Süden: der nach Westen vorspringende Flügel und der südwestliche Teil des Rundbaues; links vorn gedeckte Holzbrücke als Zugang; Garten mit viel Vegetation (vgl. Bild Nr. 8666)";47.1392862;9.5227962;Nein;Vaduz;lcmt-nabi-pctmp_ead_zing_8665_pctmp.jpg;1923;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161725802;;;
Vaduz;47.13961;9.52434;Fürstentum Liechtenstein, Vaduz, Schloss Vaduz, Teilaussenansicht;Vaduz LI. Das Schloss. Teil-Aussenansicht von Süden: der nach Westen vorspringende Flügel und ein Teil des südlichen Rundbaues (vgl. Bild Nr. 8665);47.1392862;9.5227962;Nein;Vaduz;lcmt-nabi-pctmp_ead_zing_8666_pctmp.jpg;1923;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161725752;;;
Vaduz;47.13961;9.52434;Fürstentum Liechtenstein, Vaduz, Schloss Vaduz, Teilaussenansicht;Vaduz LI. Das Schloss. Der Zugang: Torbau mit zwei nacheinanderfolgenden Rundbogentoren, gesehen von der Zugbrücke aus;47.1392862;9.5227962;Nein;Vaduz;lcmt-nabi-pctmp_ead_zing_8668_pctmp.jpg;1923;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161725703;;;
Vaduz;47.13961;9.52434;Fürstentum Liechtenstein, Vaduz, Schloss Vaduz, Teilaussenansicht;"Vaduz LI. Das Schloss. Teil-Aussenansicht des Schlosses, mit einem Teil des Schlossgrabens und der Holzbrücke, von Südosten; Seitenblick links in die Landschaft hinaus";47.1392862;9.5227962;Nein;Vaduz;lcmt-nabi-pctmp_ead_zing_8669_pctmp.jpg;1923;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161725631;;;
Vaduz;47.13961;9.52434;Fürstentum Liechtenstein, Vaduz, Schloss Vaduz, Teilaussenansicht;Vaduz LI. Das Schloss. Vorwerk: Partie an der Beringmauer mit Unterstand und alten Kanonen;47.1392862;9.5227962;Nein;Vaduz;lcmt-nabi-pctmp_ead_zing_8670_pctmp.jpg;1923;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161725572;;;
Vaduz;47.13961;9.52434;Fürstentum Liechtenstein, Vaduz, Schloss Vaduz, Teilaussenansicht;"Vaduz LI. Schloss Vaduz. Der Zugang: die Fahrstrasse innerhalb des Vorwerks mit Schlosswand und dem nach Westen vorspringenden Flügel; ein Teil der Beringmauer; Blick in südwestlicher Richtung; Busch- und Baumvegetation";47.1392862;9.5227962;Nein;Vaduz;lcmt-nabi-pctmp_ead_zing_8672_pctmp.jpg;1923;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161725503;;;
Vaduz;47.13961;9.52434;Fürstentum Liechtenstein, Vaduz, Schloss Vaduz, Teilaussenansicht;Vaduz LI. Schloss Vaduz. Der Innere Hof: Blick gegen den Hofwinkel mit Viertelserker über Holztreppe und gedeckter Laube;47.1392862;9.5227962;Nein;Vaduz;lcmt-nabi-pctmp_ead_zing_8674_pctmp.jpg;1923;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161725434;;;
Vaduz;47.13961;9.52434;Fürstentum Liechtenstein, Vaduz, Schloss Vaduz, Teilaussenansicht;Vaduz LI. Schloss Vaduz. Der Innere Hof: der Winkel beim Hofeingang, mit Holztreppe und gedeckter Laube am ersten Stock (vgl. Bilder Nr. 8673//4);47.1392862;9.5227962;Nein;Vaduz;lcmt-nabi-pctmp_ead_zing_8675_pctmp.jpg;1923;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161725376;;;
Vaduz;47.13961;9.52434;Fürstentum Liechtenstein, Vaduz, Schloss Vaduz, Teilaussenansicht;"Vaduz LI. Schloss Vaduz. Hofinneres: Winkel mit Freitreppe und gotischen Fenstern und Türen, am linken Bildrand eine Wappentafel (FL Wappen); vgl. das Bild Nr. 8676";47.1392862;9.5227962;Nein;Vaduz;lcmt-nabi-pctmp_ead_zing_8678_pctmp.jpg;1923;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161725328;;;
Vaduz;47.13961;9.52434;Fürstentum Liechtenstein, Vaduz, Schloss Vaduz, Teilinnenansicht;Vaduz LI. Schloss Vaduz. Inneres: das (ehem.?) Wachtlokal mit Sammlung alter Gewehre (vgl. auch Bild Nr. 8679);47.1392862;9.5227962;Nein;Vaduz;lcmt-nabi-pctmp_ead_zing_8680_pctmp.jpg;1923;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161725276;;;
Vaduz;47.13961;9.52434;Fürstentum Liechtenstein, Vaduz, Schloss Vaduz, Teilinnenansicht;Vaduz LI. Schloss Vaduz. Inneres: das (ehem.?) Wachtlokal mit Sammlung alter Gewehre (vgl. auch Bild Nr. 8679);47.1392862;9.5227962;Nein;Vaduz;lcmt-nabi-pctmp_ead_zing_8681_pctmp.jpg;1923;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161725218;;;
Vaduz;47.13961;9.52434;Fürstentum Liechtenstein, Vaduz, Schloss Vaduz, Teilinnenansicht;Vaduz LI. Schloss Vaduz. Inneres: das (ehem.?) Wachtlokal mit Sammlung alter Gewehre (vgl. auch Bild Nr. 8680);47.1392862;9.5227962;Nein;Vaduz;lcmt-nabi-pctmp_ead_zing_8682_pctmp.jpg;1923;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161725157;;;
Vaduz;47.13961;9.52434;Fürstentum Liechtenstein, Vaduz, Schloss Vaduz, Teilinnenansicht;Vaduz LI. Schloss Vaduz. Inneres und Innenausstattung: Raum in einem der beiden Rundbauten, enthaltend eine grössere Sammlung von alten Geschützen (aus dem 19. Jh.?);47.1392862;9.5227962;Nein;Vaduz;lcmt-nabi-pctmp_ead_zing_8684_pctmp.jpg;1923;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161725110;;;
Vaduz;47.13961;9.52434;Fürstentum Liechtenstein, Vaduz, Schloss Vaduz, Teilinnenansicht;Vaduz LI. Schloss Vaduz. Inneres: Treppenhaus/Lichthof mit galerieartigen Gängen über Stichbogen-Arkaden;47.1392862;9.5227962;Nein;Vaduz;lcmt-nabi-pctmp_ead_zing_8685_pctmp.jpg;1923;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161754615;;;
Vaduz;47.13961;9.52434;Fürstentum Liechtenstein, Vaduz, Schloss Vaduz, Teilinnenansicht;"Vaduz LI. Das Schloss. Inneres: der Lichthof/das Treppenhaus; Teilansicht der Treppe und der galerieartigen, auf Konsolen und Stichbogen-Arkaden ruhenden Lauben, aus dem Erdgeschoss gesehen";47.1392862;9.5227962;Nein;Vaduz;lcmt-nabi-pctmp_ead_zing_8687_pctmp.jpg;1923;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161725048;;;
Vaduz;47.13961;9.52434;Fürstentum Liechtenstein, Vaduz, Schloss Vaduz, Teilinnenansicht;Vaduz LI. Das Schloss. Innenausstattung: ein Vollharnisch auf rundem Sockel;47.1392862;9.5227962;Nein;Vaduz;lcmt-nabi-pctmp_ead_zing_8688_pctmp.jpg;1923;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161724991;;;
Vaduz;47.13961;9.52434;Fürstentum Liechtenstein, Vaduz, Schloss Vaduz, Teilinnenansicht;Vaduz LI. Das Schloss. Innenausstattung: Wandbrunnen im Lichthof mit Nixengestalt (Plastik) in gerahmter Nische und schalenartigem Wasserbecken;47.1392862;9.5227962;Nein;Vaduz;lcmt-nabi-pctmp_ead_zing_8689_pctmp.jpg;1923;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161724959;;;
Vaduz;47.13961;9.52434;Fürstentum Liechtenstein, Vaduz, Schloss Vaduz, Teilinnenansicht;"Vaduz LI. Das Schloss. Inneres der Schlosskapelle: Blick gegen den Altar: altgotischer Flügelaltar (Triptychon); Raumdecke als flaches Kreuzgewölbe gestaltet";47.1392862;9.5227962;Nein;Vaduz;lcmt-nabi-pctmp_ead_zing_8690_pctmp.jpg;1923;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161724915;;;
Vaduz;47.13961;9.52434;Fürstentum Liechtenstein, Vaduz, Schloss Vaduz, Teilinnenansicht;"Vaduz LI. Das Schloss. Inneres: Speisesaal, Blick gegen die Schmalwand mit Gitterschrank und Turm-Kachelofen rechts von einer Türe; Felderdecke mit Rahmen/füllungs-Einlage";47.1392862;9.5227962;Nein;Vaduz;lcmt-nabi-pctmp_ead_zing_8691_pctmp.jpg;1923;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161724867;;;
Vaduz;47.13961;9.52434;Fürstentum Liechtenstein, Vaduz, Schloss Vaduz, Teilinnenansicht;"Vaduz LI. Das Schloss. Inneres: der Festsaal; Ansicht der Innen-Längswand mit Kamin; Kassettendecke";47.1392862;9.5227962;Nein;Vaduz;lcmt-nabi-pctmp_ead_zing_8693_pctmp.jpg;1923;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161724819;;;
Vaduz;47.13961;9.52434;Fürstentum Liechtenstein, Vaduz, Schloss Vaduz, Teilinnenansicht;"Vaduz LI. Das Schloss. Inneres: Eingangsraum, die Innenseite der Aussenwand mit Fresken bemalt; alte Möbel; eine Saaltüre, Holzdecke mit Feldern und Leisten";47.1392862;9.5227962;Nein;Vaduz;lcmt-nabi-pctmp_ead_zing_8694_pctmp.jpg;1923;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161724778;;;
Vaduz;47.13961;9.52434;Fürstentum Liechtenstein, Vaduz, Schloss Vaduz, Teilinnenansicht;"Vaduz LI. Das Schloss. Inneres: Ecke eines Raumes mit Gewölbedecke; dreiteiliger Eckschrank, der kostbare alte Schusswaffen birgt (Gewehre und Pistolen)";47.1392862;9.5227962;Nein;Vaduz;lcmt-nabi-pctmp_ead_zing_8696_pctmp.jpg;1923;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161724727;;;
Vaduz;47.13961;9.52434;Fürstentum Liechtenstein, Vaduz, Schloss Vaduz, Teilinnenansicht;"Vaduz LI. Das Schloss. Inneres: Waffensaal; reichhaltig bestückt: Vollharnische, Halbarten und ähnliche Waffen, Helme, Schwerter, Gewehre";47.1392862;9.5227962;Nein;Vaduz;lcmt-nabi-pctmp_ead_zing_8697_pctmp.jpg;1923;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161724691;;;
Vaduz;47.13961;9.52434;Fürstentum Liechtenstein, Vaduz, Schloss Vaduz, Teilinnenansicht;"Vaduz LI. Das Schloss. Innenausstattung: Turm-Kachelofen mit Relliefkacheln; die Hauptkacheln mit fig. Darstellungen und Rankenwerk; Ofen im Täferzimmer; Abschluss durch Gesimse und Bekrönung";47.1392862;9.5227962;Nein;Vaduz;lcmt-nabi-pctmp_ead_zing_8698_pctmp.jpg;1923;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161724604;;;
Vaduz;47.13961;9.52434;Fürstentum Liechtenstein, Vaduz, Schloss Vaduz, Teilinnenansicht;"Vaduz LI. Das Schloss. Innenausstattung: Ofenecke eines Täferzimmers mit Turm-Kachelofen; Relliefkacheln mit fig. Darstellungen und Pflanzenmotiven; Abschluss durch eine Bekrönung";47.1392862;9.5227962;Nein;Vaduz;lcmt-nabi-pctmp_ead_zing_8699_pctmp.jpg;1923;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161724540;;;
Vaduz;47.13961;9.52434;Fürstentum Liechtenstein, Vaduz, Schloss Vaduz, Teilinnenansicht;"Vaduz LI. Das Schloss. Innenausstattung: Ofenecke des Speisesaales; Turm-Kachelofen mit Lisenen, Gesimsen, Friesen, einfarbenen Füllungskacheln; Abschluss gewölbt mit Kugellaufsatz; Füsse in Tiergestalt";47.1392862;9.5227962;Nein;Vaduz;lcmt-nabi-pctmp_ead_zing_8700_pctmp.jpg;1923;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161724465;;;
Vaduz;47.13961;9.52434;Fürstentum Liechtenstein, Vaduz, Schloss Vaduz, Teilinnenansicht;"Vaduz LI. Das Schloss. Inneres: gotisches Zimmer. Leicht gewölbte Holzdecke; Wandtäfer mit gotischem Zierat geschmückt; Blick gegen die Ofenecke und Innenwand mit Türe und Bettnische";47.1392862;9.5227962;Nein;Vaduz;lcmt-nabi-pctmp_ead_zing_8701_pctmp.jpg;1923;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161724394;;;
Vaduz;47.13961;9.52434;Fürstentum Liechtenstein, Vaduz, Schloss Vaduz, Teilinnenansicht;"Vaduz LI. Das Schloss. Inneres: getäfertes Schlafzimmer mit Kassettendecke; Bett mit Aufsatz und kassettiertem Fussende; rechts neben Bett ein gotischer Tisch, darauf ein altes Triptychon (Altarbild)";47.1392862;9.5227962;Nein;Vaduz;lcmt-nabi-pctmp_ead_zing_8703_pctmp.jpg;1923;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161724302;;;
Vaduz;47.13961;9.52434;Fürstentum Liechtenstein, Vaduz, Schloss Vaduz, Teilinnenansicht;"Vaduz LI. Das Schloss. Inneres: getäferte Wohnstube; Teilansicht einer Innenwand mit Türe; Stabellen mit geschnitzten Rücklehnen";47.1392862;9.5227962;Nein;Vaduz;lcmt-nabi-pctmp_ead_zing_8704_pctmp.jpg;1923;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161724234;;;
Vaduz;47.13961;9.52434;Fürstentum Liechtenstein, Vaduz, Schloss Vaduz, Teilinnenansicht;"Vaduz LI. Das Schloss. Inneres: kleineres Gemach mit Brusttäfer und Felderdecke, geramhten Türe; an den Wänden mehrere Panoplien aus alten Schusswaffen (Langfeuerwaffen türkischer oder arabischer Herkunft und Pistolen); drei metallene Rundschilde, fein dekoriert";47.1392862;9.5227962;Nein;Vaduz;lcmt-nabi-pctmp_ead_zing_8705_pctmp.jpg;1923;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161724169;;;
Vaduz;47.13961;9.52434;Fürstentum Liechtenstein, Vaduz, Schloss Vaduz, Teilinnenansicht;"Vaduz LI. Das Schloss. Inneres: Teilansicht eines saalartigen Raumes mit Kassettendecke; Blick nach der Ofenecke und die Innen-Schmalwand; Ofen zweigeschossig: Unterteil kubisch, antike Sitz-, Schrank- und Tischmöbel";47.1392862;9.5227962;Nein;Vaduz;lcmt-nabi-pctmp_ead_zing_8706_pctmp.jpg;1923;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161724103;;;
Vaduz;47.13961;9.52434;Fürstentum Liechtenstein, Vaduz, Schloss Vaduz, Teilinnenansicht;"Vaduz LI. Das Schloss. Inneres: Schlafzimmer mit Kassettendecke und Brusttäfer; Deckelbett mit Schnitzereien an der Kopfwand; zweigeschossiger Ofen mit zylindrischem Oberteil aus Kacheln";47.1392862;9.5227962;Nein;Vaduz;lcmt-nabi-pctmp_ead_zing_8707_pctmp.jpg;1923;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161724058;;;
Vaduz;47.13961;9.52434;Fürstentum Liechtenstein, Vaduz, Schloss Vaduz, Teilinnenansicht;"Vaduz LI. Das Schloss. Inneres: eine Gesindestube, getäfert, mit Balkendecke; Blick von der Fensterwand gegen die Innen-Schmalwand mit feingeschnitztem Fires";47.1392862;9.5227962;Nein;Vaduz;lcmt-nabi-pctmp_ead_zing_8708_pctmp.jpg;1923;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161724011;;;
Vaduz;47.13961;9.52434;Fürstentum Liechtenstein, Vaduz, Schloss Vaduz, Teilinnenansicht;"Vaduz LI. Das Schloss. Waffensammlung, Einzelstück: Radschlossgewehr mit reicher Verbeinung (vielfigirige Reliefdarstellungen), um 1600 (Jagdgewehr); Seitenansicht rechts";47.1392862;9.5227962;Nein;Vaduz;lcmt-nabi-pctmp_ead_zing_8709_pctmp.jpg;1923;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161723957;;;
